Title,Employer,Location,Published,Job Type,URL,Description
2 phd positions in condition assessment and design strategies for reuse of façade glass and glazing products,eth zürich,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/2-phd-positions-in-condition-assessment-and-design-strategies-for-reuse-of-facade-glass-and-glazing-products/225113,"2 phd positions in condition assessment and design strategies for reuse of façade glass and glazing productsthe steel and composite structures group in the institute of structural engineering (ibk,..."
"phd in economics, accounting, finance or management at berlin school of economics",berlin school of economics,Germany,Published 1 month ago,PhD,https://academicpositions.com/ad/berlin-school-of-economics/2024/phd-in-economics-accounting-finance-or-management-at-berlin-school-of-economics/225162,"the berlin school of economics offers career development programs in economics, accounting, finance and management at the phd and postdoc levels in a single and unique structure. eight major institutions active in economics research in the berlin-..."
"research scientist, doctoral researcher",natural resources institute finland (luke),Finland,Published 3 days ago,PhD,https://academicpositions.com/ad/natural-resources-institute-finland-luke/2024/research-scientist-doctoral-researcher/226317,we seek a phd researcher for a research project on identifying and isolating microorganisms that utilize rare earth elements. this role offers a chance to advance your scientific career under the mentorship of leading experts in the field.the ice-...
doctoral researcher in multidisciplinary research of the integration of technology with healthcare education,university of oulu,Finland,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-oulu/2024/doctoral-researcher-in-multidisciplinary-research-of-the-integration-of-technology-with-healthcare-education/225181,"the university of oulu is a multidisciplinary, international research university, with about 3,600 employees who produce new knowledge based on high-standards research and provide research based ed..."
phd position in systems and hardware security,eth zürich,Switzerland,Published 1 month ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-systems-and-hardware-security/225193,phd position in systems and hardware securitythe computer security group is a research group in the department of information technology and electrical engineering at eth zürich. we are interested ...
phd position – new synthesis methods and production of polymers and membranes for aem fuel cells and electrolyzers,forschungszentrum jülich gmbh,Germany,Published 3 days ago,PhD,https://academicpositions.com/ad/forschungszentrum-julich/2024/phd-position-new-synthesis-methods-and-production-of-polymers-and-membranes-for-aem-fuel-cells-and-electrolyzers/226318,would you like to contribute to the energy transition in germany through your work? then the helmholtz institute erlangen-nürnberg (for renewable energy) (hi ern) is the right place for you! the hi ern forms the core of the close partnership betwe...
doctoral researcher or postdoctoral researcher (translational pathology),university of turku,Finland,Published 3 days ago,PhD,https://academicpositions.com/ad/university-of-turku/2024/doctoral-researcher-or-postdoctoral-researcher-translational-pathology/226315,we are looking for a highly motivated doctoral researcher or postdoctoral researcher to join a project that explores the pathogenic mechanisms of familial dilated cardiomyopathy. the project is led...
phd research fellow in ict – convergence of artificial intelligence and blockchain technology,university of agder (uia),Norway,Published 1 month ago,PhD,https://academicpositions.com/ad/university-of-agder-uia/2024/phd-research-fellow-in-ict-convergence-of-artificial-intelligence-and-blockchain-technology/225202,about the positionthe university of agder invites applications for a full-time fixed-term appointment as phd candidate in technology/information and communication technology for a period of three years. the position is currently located in grimsta...
"phd position in clinical epidemiology, public health and health systems 60%- 100%",university of basel,Switzerland,Published 4 weeks ago,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position-in-clinical-epidemiology-public-health-and-health-systems-60-100/225214,"the university of basel has an international reputation of outstanding achievements in research and teaching. founded in 1460, it is the oldest university in switzerland and has a history of succes..."
phd (4 years) on experimental testing of composites for hydrogen tanks,ghent university,Belgium,Published 4 weeks ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-4-years-on-experimental-testing-of-composites-for-hydrogen-tanks/225217,"belgium has been taking a leading position in the transition towards a hydrogen economy thanks to many companies and research institutes active in hydrogen technologies. in addition, belgium has currently the second largest hydrogen pipeline netwo..."
phd (4 years) on micromechanical testing and interface characterization of composites,ghent university,Belgium,Published 4 weeks ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-4-years-on-micromechanical-testing-and-interface-characterization-of-composites/225219,we are looking for a phd student for a research project on microscale mechanical characterization of fiber reinforced polymer composites using in-situ microscopic techniques. much more fundamental insights and measurements at the micro-scale are n...
phd (4 years) on structural health monitoring of composite hydrogen tanks using guided elastic waves,ghent university,Belgium,Published 4 weeks ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-4-years-on-structural-health-monitoring-of-composite-hydrogen-tanks-using-guided-elastic-waves/225220,ugent-mms is partner in a large research project with several leading companies in the automotive industry. this research project aims at developing composite solutions for future hydrogen storage tanks. this phd vacancy is focused on the use of g...
phd/postdoc (4 years) on experimental and numerical study of textile-based armor for blast and fragment protection,ghent university,Belgium,Published 4 weeks ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-postdoc-4-years-on-experimental-and-numerical-study-of-textile-based-armor-for-blast-and-fragment-protection/225221,"ballistic protection concerns apparel, vests, armors, helmets and structural reinforcement for vehicles as well. woven, knitted or nonwoven fabrics, laminates, and composites are an interesting option for ballistic protection because of their ligh..."
