Title,Employer,Location,Published,Closing In,Job Type,URL,Description
PhD in Management,emlyon business school Campus France,"Lyon,, France",Published 1 month ago,Closing on: 2025-01-31,PhD,https://academicpositions.com/ad/emlyon-business-school-campus-france/2024/phd-in-management/224708,Deadline for Applications 31st of January 2025 for admission in September 2025Website: https://em-lyon.com/en/faculty-research/research/phd-programemlyon business school is currently seeking candidates for their PhD program. Applicants must hold a...
PhD position in Application of Raman spectroscopy for Biomarker Detection in Wounds,Empa,"Dübendorf,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/empa/2024/phd-position-in-application-of-raman-spectroscopy-for-biomarker-detection-in-wounds/224824,"Materials science and technology are our passion. With our cutting-edge research, Empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
PhD position on electrochemical nanofluidics for energy research,University of Twente,"Enschede,, The Netherlands",Published 1 week ago,Closing on: 2025-01-19,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-on-electrochemical-nanofluidics-for-energy-research/226086,"Job descriptionModern energy applications, including batteries, supercapacitors, fuel cells and electrolyzers, usually rely on nanoporous, disordered materials through which molecules and ions must..."
PhD research position for preclinical and translational research in sarcoma,KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-research-position-for-preclinical-and-translational-research-in-sarcoma/224842,"The Laboratory of Experimental Oncology is a dedicated team of clinicians and scientists focused on sarcoma research. We utilize our evolving platforms, including liquid biopsies, patient-derived x..."
PhD position in reducing the effects of jamming in cell-free mMIMO networks,KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-reducing-the-effects-of-jamming-in-cell-free-mmimo-networks/224857,"In a joint effort, Prof. Tim Claeys (KU Leuven), Prof. Eric P. Simon (Université de Lille) & Prof Liesbet Van der Perre (KU Leuven) are pushing the boundaries on resilient 6G and future generation ..."
PhD Candidate in Energy Storage Rightsizing for Electric Buses,University of Luxembourg,Luxembourg,Published 1 month ago,Closing on: 2025-10-23,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-candidate-in-energy-storage-rightsizing-for-electric-buses/224858,"About the SnTThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Interdisciplinary Centre for Security, Reliabili..."
"University Assistant Prae-Doc (all genders) 30 hours/week | limited to 4 years - Institut für Werkstofftechnologie, Bauphysik und Bauökologie",TU Wien,"Vienna,, Austria",Published 1 month ago,,PhD,https://academicpositions.com/ad/tu-wien/2024/university-assistant-prae-doc-all-genders-30-hoursweek-limited-to-4-years-institut-fur-werkstofftechnologie-bauphysik-und-bauokologie/224893,"TU Wien is Austria's largest institution of research and higher education in the fields of technology and natural sciences. With over 26,000 students and more than 4000 scientists, research, teachi..."
Doctoral researcher,University of Luxembourg,Luxembourg,Published 1 month ago,Closing on: 2025-10-24,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/doctoral-researcher/224900,"About the FSTMThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Faculty of Science, Technology and Medicine (FS..."
2 PhD Students in Swiss Rococo Architectural and Art History,ETH Zürich,"Zurich,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/2-phd-students-in-swiss-rococo-architectural-and-art-history/224903,2 PhD Students in Swiss Rococo Architectural and Art HistoryThe Chair for the History and Theory of Architecture (Prof. dr. Maarten Delbeke) in the Institute for the History and Theory of Architect...
PhD Position in Atmospheric Chemistry,ETH Zürich,"Zurich,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-atmospheric-chemistry/224904,PhD Position in Atmospheric ChemistryThe Atmospheric Chemistry group at the Institute for Atmospheric and Climate Science (IAC) – ETH Zurich invites applications for a 4-year PhD position on “Explo...
PhD Position - Development of in situ Bioprinting Technologies,ETH Zürich,"Zurich,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-development-of-in-situ-bioprinting-technologies/224712,PhD Position - Development of in situ Bioprinting TechnologiesArticular cartilage injuries are widespread and can increase the risk of early onset osteoarthritis. The fields of tissue engineering a...
PhD Position: Driving Reliability: Tackling Uncertainty for Reliability Predictions in Automotive Chiplet Technology,KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing on: 2025-04-15,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-driving-reliability-tackling-uncertainty-for-reliability-predictions-in-automotive-chiplet-technology/224717,Join imec-KU Leuven PhD position. The student will be enrolled in the Department of Mechanical Engineering of KU Leuven and will be conducting research at imec in collaboration with the department....
PhD Position: Multiscale Mechanical Modeling of Advanced Transistors,KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing on: 2025-04-15,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-multiscale-mechanical-modeling-of-advanced-transistors/224718,Joint imec an KU Leuven PhD position. The student will be enrolled in the Department of Mechanical Engineering of KU Leuven. Website unit Project Background: Complementary Field-Effect Transistor (...
"Reliability of Solder Balls Under Combined Impact of Thermal, Mechanical and Ele",KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing on: 2025-04-15,PhD,https://academicpositions.com/ad/ku-leuven/2024/reliability-of-solder-balls-under-combined-impact-of-thermal-mechanical-and-ele/224719,"Joint imec- KU Leuven PhD position. The student will be enrolled in the Department of Mechanical Engineering, KU Leuven and will be conducting research at imec in collaboration with the Department ..."
PhD positions in Ion Exchange Membranes and Process for CO2 electrolysis,KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-positions-in-ion-exchange-membranes-and-process-for-co2-electrolysis/224727,The two PhD positions are part of the Global PhD Partnership program between KU Leuven (Belgium) and Melbourne University (Australia). One Joint PhD project will be primarily based at the KU Leuven...
"Research & Teaching Assistant (PhD Candidate) in Biotech Data Science – Ghent University Global Campus, Korea",Ghent University Global Campus,"Incheon,, South Korea",Published 1 month ago,,PhD,https://academicpositions.com/ad/ghent-university-global-campus/2024/research-teaching-assistant-phd-candidate-in-biotech-data-science-ghent-university-global-campus-korea/224728,"Ghent University Global CampusGhent University is a pluralistic university open to all, regardless of ideological, political, cultural, or social background. Our credo is ‘Dare to Think’. As a top 100 university with more than 49,000 students and ..."
PhD Research Fellows in Popular Music,University of Agder (UiA),"Kristiansand,, Norway",Published 1 month ago,Closing on: 2025-02-02,PhD,https://academicpositions.com/ad/university-of-agder-uia/2024/phd-research-fellows-in-popular-music/224744,"About the positionThe University of Agder, Faculty of Fine Arts, invites applications for up to 2 positions as PhD Research Fellow in Popular Music at the Department of Popular Music for a period of three years, or four years with 25% required dut..."
Doctoral scholarship holder molecular and computational neurobiology,University of Antwerp,"Antwerp,, Belgium",Published 1 month ago,Closing on: 2024-12-19,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-molecular-and-computational-neurobiology/224752,"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, c..."
PhD position on artificial photosynthesis at sub-zero temperatures within cryo-protective lipidic mesophase nanoconfinement (P2406) 100%,University of Basel,"Basel,, Switzerland",Published 1 week ago,Closing on: 2024-12-21,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position-on-artificial-photosynthesis-at-sub-zero-temperatures-within-cryo-protective-lipidic-mesophase-nanoconfinement-p2406-100/226014,The Swiss Nanoscience Institute (SNI) at the University of Basel invites highly motivatedscientists to apply for the SNI PhD programme in Nanoscience and to join the exciting joint project between ...
Business process management for stimulating a circular economy,KU Leuven,"Leuven,, Belgium",Published 1 week ago,Closing on: 2024-12-16,PhD,https://academicpositions.com/ad/ku-leuven/2024/business-process-management-for-stimulating-a-circular-economy/226020,"The research position is shared between UGhent and KU Leuven and will take place under respective supervision of Prof. Amy Van Looy and Prof. Karel Van Acker, with the aim of conducting PhD researc..."
PhD position IC design for FMCW LiDAR,Ghent University,"Ghent,, Belgium",Published 1 month ago,Closing on: 2025-01-31,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-position-ic-design-for-fmcw-lidar/224946,"Ghent University is a world of its own. Employing more than 15.000 people, it is actively involved in education and research, management and administration, as well as technical and social service provision on a daily basis. It is one of the large..."
